,Sentiment,Sentiment Num,Multi,Prediction,Text,Correct2_A,Correct5_A,Correct2_B,Correct5_B,Correct2_C,Correct5_C,Correct2_D,Correct5_D
568,Positive,1,1,1,"     This   romantic  thriller   is   steeped   in    the  atmosphere   of   wartime  England  ,  and   ably   captures     the   speech  patterns  ,    moral    codes  and  ideals   of   the  1940s  .",yes,no,yes,yes,yes,yes,yes,yes
571,Positive,1,1,1,"   A  journey   through       memory  ,    a  celebration   of  living  ,  and   a   sobering  rumination   on       fatality  ,  classism  ,  and  ignorance  .",no,no,yes,yes,no,yes,yes,yes
572,Positive,1,2,1,  Resourceful  and   ingenious  entertainment  .,yes,yes,yes,yes,yes,yes,yes,yes
573,Positive,1,1,1,"``    Antwone  Fisher   ''    is    an   earnest   ,   by-the-numbers  effort   by  Washington  .",yes,yes,yes,yes,yes,yes,yes,yes
575,Positive,1,2,1,   A   historical  epic   with    the  courage   of   its  convictions   about   both    scope  and  detail  .,no,no,yes,yes,no,yes,yes,yes
579,Positive,1,1,1," -LRB-   Gai  -RRB-    comes   closer   to    any  actress   I   can   remember   to    personifying  independence   in   its      purest  and   ,   yes  ,   most  intimidating  form  .",yes,no,yes,yes,yes,yes,yes,yes
580,Positive,1,2,1,"These    are   lives   worth     watching  ,  paths   worth  following  .",yes,yes,yes,yes,yes,yes,yes,yes
582,Positive,1,1,-1, A   moody  horror\/thriller    elevated   by     deft  staging  and    the   director  's   well-known   narrative  gamesmanship  .,no,no,yes,yes,no,yes,yes,yes
583,Positive,1,2,1," As   a   singular   character  study   ,   it    's  perfect  .",yes,yes,yes,yes,yes,yes,yes,no
584,Positive,1,2,1,It     's  also    the   year  's   sweetest  movie  .,yes,no,yes,yes,yes,yes,yes,yes
585,Positive,1,2,1,"  A   graceful   ,   contemplative  film   that     gradually  and  artfully    draws  us   into    a  world   where      the  personal  and   the  political  get   fatally   intertwined  .",no,no,yes,yes,yes,yes,yes,yes
586,Positive,1,1,1,"  While   not   as   aggressively   impressive   as   its   American  counterpart   ,   ``    In   the  Bedroom   ,   ''   Moretti   's  film    makes   its   own   ,  quieter  observations",yes,yes,yes,yes,yes,yes,yes,yes
587,Positive,1,1,-1,  The  experience   of   watching    blobby   old-school   CGI  animation   in   this   superlarge  format     is  just    surreal  enough   to   be  diverting  .,yes,yes,yes,yes,yes,yes,yes,yes
588,Positive,1,1,1, Time  Changer    may  not    be   the    most  memorable   cinema  session   but       its   profound   self-evaluation  message   about   our   fragile  existence  and    the  absence   of   spiritual  guidance  (2 (2 should (2  at (1 least   invade    an  abundance   of  mindsets,yes,yes,yes,yes,yes,yes,yes,yes
589,Neutral,0,0,1,"   ``     The  Emperor   's   New  Clothes   ''   begins   with   a   simple  plan  ...    Well   ,   at  least   that   's   the  plan  .",no,no,yes,yes,yes,yes,yes,yes
591,Positive,1,2,1,"   -LRB-   Director   Peter   -RRB-  Jackson  and   his  crew     have  so       steeped  themselves   in    the  majesty   of    Tolkien  's  writing   that    every  frame   produces   new  joys  ,   (2 (2 whether  you  're    a  fan   of   the  books  or  not  .",yes,yes,yes,yes,yes,yes,yes,yes
592,Neutral,0,0,-1," While    the   glass  slipper     does  n't  quite  fit   ,   Pumpkin     is  definitely   a   unique   modern  fairytale  .",yes,yes,yes,yes,yes,yes,yes,yes
593,Positive,1,2,1, The  drama    is     played  out   with     such   aching  beauty  and  truth   that   it    brings  tears   to   your  eyes  .,yes,yes,no,no,yes,yes,yes,yes
595,Positive,1,2,1,"  An   offbeat   ,      sometimes  gross  and   surprisingly  appealing   animated  film   about    the   true  meaning   of   the  holidays  .",yes,yes,yes,yes,yes,yes,yes,yes
596,Positive,1,1,1, This  version      incarnates   the   prophetic  book   in   a  way   even    its   exacting  author   might  admire  .,yes,yes,yes,yes,yes,yes,yes,yes
597,Positive,1,1,-1,"Sometimes   ,   nothing    satisfies   like   old-fashioned  swashbuckling  .",yes,no,yes,yes,no,yes,yes,yes
598,Positive,1,1,1,"And    in   this  regard   ,    On  Guard   delivers  .",no,no,yes,yes,no,yes,yes,yes
599,Positive,1,1,-1,"...       ambition   is   in    short  supply   in   the  cinema  ,  and   Egoyan     tackles   his  themes  and    explores    his   characters  '  crises   with    seriousness  and  compassion  .",no,no,yes,yes,no,yes,yes,yes
600,Positive,1,1,1," An   impossible  romance     ,  but   we   root   for   the   patronized   Iranian  lad  .",yes,yes,yes,yes,yes,yes,yes,yes
602,Positive,1,1,-1,"    There   's    a   disreputable  air   about   the   whole  thing  ,  and   that   's   what   makes   it  irresistible  .",yes,yes,yes,yes,yes,yes,yes,yes
603,Positive,1,2,-1,  an    exceedingly  clever  piece   of  cinema  .,yes,yes,yes,yes,yes,yes,yes,yes
604,Positive,1,2,1,"    another  great  `    what  you    do  n't  see  '   is    much   more  terrifying   than   what   you   do   see    thriller  ,   coupled   with   some   arresting   effects   ,   incandescent   tones  and  (4 stupendous (2 performances",yes,no,yes,yes,no,yes,yes,yes
605,Positive,1,1,1, A   carefully  structured     scream   of  consciousness      that   is    tortured  and  unsettling  --  but   unquestionably  alive  .,yes,yes,yes,yes,yes,yes,yes,yes
606,Positive,1,1,1,  A      quietly  reflective  and  melancholy   New   Zealand  film   about    an   eventful  summer   in   a   13-year-old  girl    's  life  .,no,no,yes,yes,no,yes,yes,yes
607,Positive,1,2,1," Cute   ,  funny   ,     heartwarming   digitally   animated   feature  film   with   plenty   of        slapstick  humor   for   the  kids  ,   lots   of   in-jokes   for   the  adults  and    heart  enough (3  for (2 everyone  .",yes,yes,yes,yes,yes,yes,yes,yes
610,Positive,1,1,1,"It      suggests    the   wide-ranging  effects   of   media  manipulation  ,   from    the  kind   of   reporting   that   is     done   by   the    supposedly  liberal  media  ...   to    the     intimate and  ultimately tragic  heartache   of    maverick  individuals   like    Hatfield  and  Hicks  .",yes,yes,yes,yes,yes,yes,yes,yes
612,Positive,1,1,1,  A   pleasant   enough  comedy   that   should   have   found   a  summer   place  .,no,no,yes,yes,no,yes,yes,yes
613,Positive,1,1,1,"    Branagh  ,   in   his    most  forceful   non-Shakespeare   screen  performance  ,    grounds    even   the   softest  moments   in   the   angry  revolt   of   his  wit  .",yes,yes,yes,yes,yes,yes,yes,yes
614,Positive,1,2,1," Though    the  violence   is    far   less  sadistic   than  usual   ,    the  film    is      typical  Miike  :   fast   ,    furious  and  full   of   off-the-cuff   imaginative  flourishes  .",yes,yes,yes,yes,yes,yes,yes ,no
615,Positive,1,2,1," Compelling   as   it   is  exotic   ,    Fast  Runner    has    a  plot   that   rivals   Shakespeare   for   intrigue   ,    treachery  and  murder  .",yes,yes,yes,yes,yes,yes,yes,yes
616,Positive,1,1,-1, What   it   lacks   in  originality   it     makes  up   for   in   intelligence   and   B-grade  stylishness  .,yes,yes,yes,yes,yes,yes,yes,yes 
618,Positive,1,2,1,"This     is   as  powerful     a  set   of  evidence   as   you    'll  ever   find   of      why   art  matters  ,  and   how   it   can    resonate  far     beyond   museum  walls  and   through  (2 to  the   (2 most   painfully  marginal  lives  .",yes,yes,yes,yes,yes,yes,yes,yes
619,Positive,1,1,1, Director   Rob  Marshall     went  out   gunning   to   make   a   great  one  .,yes,yes,yes,yes,yes,yes,yes,yes
622,Positive,1,2,1, Offers   enough  playful    fun   to    entertain   the   preschool  set   while   embracing   a   wholesome  attitude  .,yes,yes,yes,yes,yes,yes,yes,yes
624,Neutral,0,0,0,"Sometimes   ,   that    's  enough  .",yes,yes,yes,yes,yes,yes,yes,yes
625,Positive,1,1,1," An   intimate   ,   good-humored   ethnic  comedy      like   numerous  others  but   cuts   deeper   than  expected  .",yes,yes,yes,yes,yes,yes,yes,no
626,Positive,1,2,1, Ice  Cube      holds   the  film  together   with   an   engaging   and   warm  performance  ...,yes,yes,yes,yes,yes,yes,yes,yes
628,Positive,1,1,1," As   blunt   as   it   is   in   depicting   child  abuse   ,    El  Bola    is    a  movie   steeped   in    an  ambiguity   that    lends   its  conflicts   a   symbolic  resonance  .",yes,yes,yes,yes,yes,yes,yes,yes
629,Positive,1,1,-1," Despite    a  story    predictable  enough   to    make    The  Sound   of   Music  play   like   a   nail-biting  thriller   ,    its  heart    is   so   much   in    the   right  place   it   is  (1 difficult (2  to (1   get   really  peeved   at  it  .",no,no,yes,yes,yes,yes,yes,yes
630,Positive,1,1,1,"   An    incredibly  low-rent   Danish  film  ,  it   brings    a  group   of     people   together   in   a     sweet  and  charming  way  ,   if    a  little  convenient",yes,yes,yes,yes,yes,yes,yes,yes
631,Positive,1,1,1,"    It   's    the   cinematic  equivalent   of   a   good  page-turner  ,  and    even   if   it   's  nonsense   ,    its  claws   dig   surprisingly  deep  .",yes,yes,yes,yes,yes,yes,yes,yes
634,Neutral,0,0,0,No   question  .,yes,yes,yes,yes,yes,yes,yes,yes
635,Positive,1,1,1, Claude  Miller     airs  out      a   tight  plot   with   an   easy  pace  and    a  focus   on    character  drama   over   crime-film  complications  .,no,no,yes,yes,no,yes,yes,yes
636,Positive,1,1,1," What    Full  Frontal   lacks   in   thematic  coherence   it   largely     makes  up   for   as   loosey-goosey   ,   experimental  entertainment  .",no,no,yes,yes,yes,yes,yes,yes
637,Negative,-1,-2,1,"Still   ,   I     'm  not   quite   sure   what    the  point  is  ...",yes,yes,yes,yes,yes,yes,yes,yes
638,Positive,1,2,1,"  Rich   in   detail   ,   gorgeously    shot  and  beautifully  acted   ,    Les  Destinees       is  ,   in   its  quiet  ,     epic  way  ,      daring  ,  inventive  and   refreshingly  unusual  .",no,no,yes,yes,yes,yes,yes,yes
640,Negative,-1,-1,-1,   Do  we  really    need   a   77-minute  film   to    tell  us    exactly  why     a   romantic  relationship   between     a   15-year-old  boy  and   a   40-year-old  woman    does  n't  work  ?,yes,no,yes,yes,no,yes,yes,yes
641,Positive,1,2,1,Ford    deserves   to   be    remembered   at   Oscar  time   for   crafting    this   wonderful  portrait   of   a   conflicted  soldier  .,yes,yes,yes,no,yes,yes,yes,yes
642,Negative,-1,-2,1,"  The   film  's   45-minute   running  time      stops   shy   of  overkill  ,   though   viewers   may   be   more   exhausted   than   the   athletes  onscreen  .",yes,yes,yes,yes,yes,yes,yes,yes
643,Negative,-1,-1,1,  Do  n't    expect   any  surprises   in    this  checklist   of   teamwork  cliches  ...,yes,no,yes,yes,no,yes,yes,yes
645,Neutral,0,0,-1,"     The  movie   addresses    a   hungry  need   for   PG-rated   ,   nonthreatening   family  movies  ,  but   it    does  n't    go   too  much  further  .",yes,yes,no,no,yes,yes,yes,yes
646,Positive,1,2,1,"     This     warm  and  gentle   romantic  comedy   has     enough  interesting  characters   to   fill   several  movies  ,  and    its   ample  charms   should   win   over   the    most  hard-hearted  cynics  .",yes,no,yes,yes,no,yes,yes,yes
647,Positive,1,1,1,  A  yarn   that    respects   the   Marvel  version   without  becoming    ensnared   by  it  .,no,no,yes,yes,no,yes,yes,yes
648,Positive,1,2,1,This    is    a   happy  throwback   to    the  time   when   cartoons   were       cinema  's    most  idiosyncratic  form   instead   of  one   of  its   most  predictable  .,yes,yes,yes,yes,yes,yes,yes,yes
649,Positive,1,2,1,"     Complex  ,  affecting  and  uniquely  AlmodÃ³var   ,    the  film      evokes   strong  emotions  and   pushes   viewers   to   question    their   deepest  notions   of   moral    right  and  wrong  .",yes,yes,yes,yes,yes,yes,yes,no
650,Positive,1,1,1,Good    ol'   urban   legend  stuff  .,yes,yes,yes,yes,yes,yes,yes,yes
652,Positive,1,1,1,"    This     is  n't   my  favorite   in   the  series  ,  still   I   enjoyed   it   enough   to  recommend  .",yes,yes,yes,yes,yes,yes,yes,yes
653,Positive,1,2,1,It    's   one   of    the    most  honest  films   ever   made   about  Hollywood  .,yes,yes,no,no,yes,yes,yes,yes
656,Positive,1,1,1,  Pray  's  film      works  well  and   will    appeal  even   to   those   who    are  n't   too   familiar   with  turntablism  .,yes,yes,yes,yes,yes,yes,yes,yes
659,Neutral,0,0,1,"But    if   you   expect     light   romantic  comedy  ,   good  gosh   ,     will  you   be  shocked  .",no,no,yes,yes,no,yes,yes,yes
660,Positive,1,2,1,It    has   the   courage   to    wonder   about   big  questions   with    sincerity  and  devotion  .,yes,yes,yes,yes,yes,yes,yes,yes
662,Positive,1,1,1," With   youthful   high  spirits   ,       Tautou   remains   captivating   throughout    Michele  's     religious  and  romantic  quests  ,  and   she   is   backed   by   a   likable  cast  .",yes,yes,yes,yes,yes,yes,yes,yes
663,Positive,1,1,1,"It    's     an  example   of    sophisticated   ,  challenging  filmmaking   that       stands  ,   despite    its   noticeable  lack   of   emotional  heft  ,   in   welcome  contrast   to    the   indulgent dead-end  experimentation   of    the   director  's   previous   Full  Frontal  .",no,no,yes,yes,no,yes,yes,yes
665,Positive,1,1,1,"  Anchored   by   a   terrific  performance   by  Abbass   ,    Satin  Rouge    shows   that     the  idea   of    women  's  self-actualization   knows   few   continental  divides  .",no,no,yes,yes,yes,yes,yes,yes
666,Positive,1,2,1,"   Awkward  but  sincere  and   ,   ultimately   ,   it     wins  you  over  .",yes,yes,yes,yes,yes,yes,yes,no
667,Positive,1,1,1,"    Smith   profiles   five   extraordinary   American  homes  ,  and    because    the  owners    seem   fully  aware   of    the    uses  and  abuses   of  fame   ,   it   's   a   pleasure   to   enjoy their  eccentricities  .",yes,yes,yes,yes,yes,yes,yes,yes
670,Positive,1,2,1,"      Goyer  's    screenplay  and  direction    are  thankfully  understated  ,  and   he   has    drawn   excellent  performances   from   his  cast  .",yes,yes,yes,yes,yes ,yes,yes,yes
671,Positive,1,2,1,  Binoche  and  Magimel    are   perfect   in   these  roles  .,yes,yes,yes,yes,yes,yes,yes,yes
672,Positive,1,1,1," When    your   leading  ladies    are    a  couple   of      screen-eating  dominatrixes   like   Goldie  Hawn  and    Susan  Sarandon   at   their  raunchy  best   ,    even  hokum    goes   down  easily  .",yes,no,yes,yes,yes,yes,yes,yes
675,Neutral,0,0,-1,No     wonder   they   're    talking    about  ``  Talk   to  Her  .  '',yes,yes,yes,yes,yes,yes,yes,yes
676,Positive,1,1,1,It    's  astonishing  .,yes,yes,yes,yes,yes,yes,yes,yes
677,Positive,1,2,1," For       its  seriousness  ,   high   literary  aspirations  and   stunning  acting   ,    the  film     can  only   be  applauded  .",no,no,yes,yes,no,yes,yes,yes
678,Positive,1,1,1,"Look   ,   this    is    a   terrific  flick   replete   with   dazzling   camera-work   ,    dancing  and  music  .",yes,yes,yes,yes,yes,yes,yes,yes
679,Positive,1,2,1,It    is   inspirational   in   characterizing   how    people   from   such   diverse  cultures   share     the   same  human  and   spiritual  needs  .,yes,yes,yes,yes,yes,yes,yes,yes
680,Negative,-1,-2,1,It    's   fairly   self-aware   in   its  dumbness  .,yes,yes,yes,yes,yes,yes,yes,no
682,Positive,1,1,1, Tailored   to  entertain  !,yes,yes,yes,yes,yes,yes,yes,no
683,Positive,1,2,1,"   A  compelling  ,    moving  film   that   respects     its  audience  and   its   source  material  .",yes,yes,yes,no,yes,yes,yes,yes
