Sentiment,Sentiment Num,Multi,Text
Positive,1,2,"  Visits   spy-movie  territory   like   a  novel     you    ca  n't   put  down  ,        examines   a  footnote   to   history   seldom   brought   to   light   on   the  screen  ,  and   keeps  you  (2guessing  from   first  frame   to  last  ."
Positive,1,1,"   An  absorbing  ,    slice-of-depression  life   that   touches     nerves  and  rings  true  ."
Positive,1,2," Mr.  Parker     has  brilliantly     updated   his  source  and     grasped   its  essence  ,   composing       a     sorrowful  and  hilarious   tone  poem   about   alienated  labor  ,  or   an   absurdist workplace sitcom  ."
Positive,1,2, The  result    is   something   quite    fresh  and  delightful  .
Positive,1,1, All  but    the   most   persnickety  preteens    should   enjoy   this     nonthreatening  but  thrilling  adventure  .
Neutral,0,0, Despite    its   many   infuriating  flaws   --     not   the  least   of   which   is    Amy  's   self-absorbed  personality  --      Amy  's   O  's  honesty    will    win  you  over  .
Positive,1,2,This    is   one   of    Polanski  's   best  films  .
Positive,1,1,"    Day    is  not   a   great   Bond  movie  ,  but   it   is     a   good   Bond  movie  ,   which   still   makes   it    much  better   than   your   typical   Bond  knock-offs  ."
Neutral,0,0, Polished   Korean   political-action  film      is  just   as   good     --  and  bad  --   as   Hollywood   action  epics  .
Negative,-1,-2,  Is  this  progress  ?
Positive,1,1,"   Elling  ,    portrayed   with   quiet  fastidiousness   by   Per   Christian  Ellefsen  ,    is     a    truly  singular  character  ,    one   whose  frailties    are   only  slightly   magnified   versions  of  the  ones   that   vex   nearly  everyone  ."
Positive,1,2,  Denis   and   co-writer   Michele   Petin  's   impeccable  screenplay     penetrates   with   a  rawness   that   that   is   both    unflinching  and  tantalizing  .
Positive,1,2, Lead  provocatuers     Testud  and  Parmentier   give   superlative  performances
Positive,1,1,"    An   absorbing  trip   into    the    minds  and  motivations   of   people   under  stress   as   well  as    a   keen   ,   unsentimental  look   at   variations   on    the  theme   of  motherhood ."
Positive,1,1,"I      admired  it  ,   particularly   that    unexpected  downer   of   an  ending  ."
Positive,1,2,"  The  passions   aroused   by    the  discord   between   old   and   new  cultures    are   set    against    the   strange   ,   stark  beauty   of   the   Mideast  desert   ,    so  lovingly   and  (0.583333333333333erceptively   filmed   that   you    can  almost   taste   the   desiccated  air  ."
Positive,1,2, Remarkably    accessible  and  affecting  .
Negative,-1,-2,Never    mind   whether   you   buy     the  stuff   about  Barris   being   a   CIA   hit  man  .
Positive,1,2,"  The  kooky  yet    shadowy   vision   Clooney   sustains  throughout    is   daring   ,    inventive  and  impressive  ."
Positive,1,2,"   A  triumph   of   art  direction   over  narrative   ,    but    what  art  direction  !"
Neutral,0,0, Behan   himself   knew   how   to   spin     a  tale  and  one       ca  n't  help  but   think   he   'd   appreciate   this   attempt   to    turn   his  life   into  art  .
Positive,1,2,  Jirí   Hubac  's  script    is   a  gem  .
Positive,1,2,"  His  characters   are  engaging   ,     intimate  and   the  dialogue    is    realistic  and   greatly  moving  ."
Positive,1,1,"     The  scope   of   the   Silberstein  family   is  large  and   we      grow  attached   to   their  lives  ,    full   of   strength   ,    warmth  and  vitality  .  ."
Positive,1,2,"  Moore  's     complex  and  important  film    is   also    ,      believe  it  or  not  ,   immensely    entertaining  ,    a    David  and  Goliath   story   that     's  still   very  much    playing itself  out  ."
Neutral,0,0,"     The   additional  storyline   is    interesting  and  entertaining  ,  but   it    does  n't   have    the   same   magical  quality   as    the  beginning   of   the  story  ."
Positive,1,2,I      like   the   new  footage  and   still   love   the   old  stuff  .
Positive,1,1," Though     Mama    takes    a  bit   too  long   to   find   its  rhythm  and    a   third-act   plot  development   is   somewhat  melodramatic   ,    its   ribald   humor   and   touching  nostalgia   (0.0833333333333333re  sure  to     please  anyone   in   search   of   a    Jules  and  Jim   for   the   new  millennium  ."
Negative,-1,-2,You     might  not   buy   the  ideas  .
Neutral,0,0,But   you     'll  definitely   want   the  T-shirt  .
Positive,1,2,  Provides   an   intriguing  window   into    the   imagination   and   hermetic  analysis   of   Todd  Solondz  .
Positive,1,1,"Windtalkers      is   shapelessly  gratifying  ,     the  kind   of  movie   that   invites   you   to     pick  apart   its  faults   even   as   you   have   to   admit   that   somehow   it    hit  you  where (2you  live  ."
Positive,1,1,  Presents    an   astute  appraisal   of     Middle   American   musical  torpor  and   the   desperate  struggle   to   escape  it  .
Neutral,0,0,"  Just  what   makes   us  happy   ,   anyway  ?"
Positive,1,1,"  A    thoughtful   ,  moving  piece   that   faces  difficult    issues   with    honesty  and  beauty  ."
Positive,1,2,  One   of   the   greatest   romantic  comedies   of   the   past  decade  .
Neutral,0,0,"    You    would  n't    call   The   Good  Girl    a   date  movie   -LRB-     an   anti-date  movie   is   more   like  it  -RRB-  ,  but    when   it   's  good   ,   it   's    good  and  horrid ."
Positive,1,1,"  Benefits   from    a   strong  performance   from  Zhao   ,   but   it   's    Dong   Jie  's  face   you    remember   at   the  end  ."
Positive,1,1,This    is      a  film   brimming   with    detail  and  nuance  and   one   that     speaks  volumes   about    the  ability   of   the   human  spirit   to    find  solace   in   events   that    could easily  crush  it  forever  .
Positive,1,2,"    The  director  ,   Steven  Shainberg  ,    has   succeeded   by      focusing  intently   on   his  characters  ,   making   them     quirky  individuals   rather  than   figures   of  fun  ."
Neutral,0,0,It   ultimately     stands  forth   as    an   important  chronicle   of    the  abuses   of   one   of    Latin   America  's    most  oppressive  regimes  .
Positive,1,2," The  movie    has     a   soft   ,   percolating  magic  ,   a   deadpan  suspense  ."
Positive,1,1,  A     well-made  and   often  lovely  depiction   of    the  mysteries   of  friendship  .
Neutral,0,0,"  Using   his  audience   as   a   figurative  port-of-call   ,   Dong        pulls   his   even-handed   ideological  ship   to   their  dock   for  unloading  ,   before   he    continues    his   longer  journey  still  ahead  ."
Neutral,0,0,...    understands   that    a  generation    defines   its  music    as  much   as    the  music   defines   a  generation  .
Positive,1,1, The  Transporter    is     as  lively  and   as  fun   as   it   is   unapologetically  dumb
Positive,1,1," As        a  witness   to   several   Greek-American  weddings  --  but   ,   happily  ,    a  victim   of  none   --   I    can   testify   to    the   comparative  accuracy   of    Ms.   Vardalos  ' memories  and  insights  ."
Negative,-1,-2,  Has   it  ever   been   possible   to   say   that   Williams    has  truly   inhabited   a  character  ?
Neutral,0,0,It    is  now  .
Positive,1,1," By   presenting    an   impossible  romance   in   an   impossible  world   ,   Pumpkin    dares   us   to   say       why   either   is  impossible  --   which   forces   us   to   confront   what   's  possible  and  what   we   might   do   to    make  it  so  ."
Positive,1,2,"  An   impressive  debut   for   first-time   writer-director   Mark  Romanek   ,    especially   considering   his  background    is   in   music  video  ."
Positive,1,2,"  An   incendiary   ,    deeply  thought-provoking  look   at  one   of    the    most  peculiar      -LRB-  and   peculiarly  venomous  -RRB-  bigotries   in   our    increasingly  frightening  theocracy"
Positive,1,2,"     All   the  performances   are   top  notch  and  ,    once   you   get   through   the  accents   ,     All  or  Nothing   becomes    an    emotional   ,   though   still   positive  ,  wrench  of a (2 sit  ."
Neutral,0,0,``    its  successes      are  also   tempered   with   elements   which   prove    the   direct  antithesis   of   what   it   gets  right  .  ''
Positive,1,2,It     's      solid  and  affecting  and   exactly   as  thought-provoking   as   it   should  be  .
Positive,1,1,This     is   such   a   dazzlingly   self-assured   directorial  debut   that   it   's   hard   to   know   what   to   praise  first  .
Positive,1,2,"Parker     holds   true   to     Wilde  's   own  vision   of    a   pure  comedy   with      absolutely   no  meaning  ,  and   no  desire   to   be   anything   but    a   polished   ,   sophisticated entertainment  that   is   in   love   with   its   own  cleverness  ."
Positive,1,1,  Münch  's   genuine  insight    makes    the   film  's   occasional   overindulgence  forgivable  .
Neutral,0,0,"Thankfully   ,      the  film  ,   which    skirts    that    rapidly  deteriorating  line   between    fantasy  and  reality  ...     takes   a   tongue-in-cheek  attitude   even   as   it   pushes   the   Croc Hunter agenda  ."
Neutral,0,0,"Ultimately   ,     the  message   of   Trouble   Every  Day    seems   to   be   that    all   sexual  desire   disrupts    life  's  stasis  ."
Positive,1,2," If   you   're   like  me   ,     a  sucker   for    a   good   old   fashion    romance  and  someone   who   shamelessly   loves   to    eat  ,   then   Mostly  Martha     offers   all   the perfect (2 ingredients   to    more  than   satisfy   your  appetite  ."
Positive,1,2,"    The  film   has    just  enough   of   everything   --       re-enactments  ,   archival  footage  ,   talking-head  interviews  --  and    the  music    is  simply  sublime  ."
Positive,1,1,"   There   are    a   few  stabs   at   absurdist  comedy  ...   but   mostly    the  humor   is   of   the   sweet   ,     gentle  and   occasionally  cloying   kind   that   has   become   an   Iranian  specialty  ."
Positive,1,2,A   wonderful   character-based   comedy  .
Neutral,0,0,"    It   would   be   interesting   to   hear   from   the   other  side  ,  but    in   Talk   to  Her   ,    the  women    are  down   for   the  count  ."
Positive,1,2,  An   endearingly   offbeat   romantic  comedy   with   a   great   meet-cute  gimmick  .
Positive,1,2,"  The   unique  tug-of-war   with   viewer  expectations    is     undeniable  ,   if  not    a  pleasure   in   its   own  right  ."
Positive,1,1,"        It   uses   an   old-time  formula  ,   it    's  not   terribly  original  and   it   's   rather  messy  --  but   you   just   have   to    love   the    big   ,   dumb   ,  happy (2 movie  My  Big   Fat   Greek  Wedding  ."
Positive,1,2,It     's   almost  impossible   not   to   be   moved   by       the   movie  's  depiction   of  sacrifice  and    its   stirring  epilogue   in   post-Soviet  Russia  .
Positive,1,1,"     Who   knows   what  exactly   Godard   is   on   about   in   this  film  ,  but    his    words  and  images    do  n't   have   to    add  up   to   mesmerize  you  ."
