,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
70,Neutral,0,0,"the appearance of treebeard and gollum is expanded role will either have you loving what you are seeing , or rolling your eyes .","    The  appearance   of  Treebeard  and    Gollum  's   expanded  role     will  either   have   you      loving   what   you   're  seeing  ,  or   rolling   your  eyes  .","the appearance of treebeard and gollum is expanded role will either have you loving what you are seeing , or rolling your eyes .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
71,Positive,1,2,i loved it !,I    loved  it  !,i loved it !,"[0, 1, 0, 0]",1,0,1,0,1,0,1
72,Positive,1,2,gollum is ` performance  is incredible !,  Gollum  's   `   performance  '    is  incredible  !,gollum is ` performance  is incredible !,"[0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
73,Positive,1,2,"if this movie were a book , it slightly negative a page-turner , you ca not wait to see what happens next .","  If    this  movie   were   a  book   ,   it   would   be   a  page-turner   ,   you     ca  n't   wait   to   see   what   happens  next  .","if this movie were a book , it slightly negative a page-turner , you ca not wait to see what happens next .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 11, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
74,Positive,1,1,haneke challenges us to confront the reality of sexual aberration .,Haneke    challenges   us   to   confront    the  reality   of   sexual  aberration  .,haneke challenges us to confront the reality of sexual aberration .,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
75,Negative,-1,-2,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity slightly negative gone a long way .,    Absorbing  and  disturbing   --   perhaps    more   disturbing   than   originally  intended  --   but   a   little  clarity    would   have   gone   a   long  way  .,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity slightly negative gone a long way .,"[0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 8, 0, 0, 1, 0, -1, 0, 0, -1, 0, 0]",-1,-1,-1,1,-1,0,-2
76,Positive,1,2,"it is the best film of the year so far , the benchmark against which all other best picture contenders slightly negative measured .","It    's      the   best  film   of    the  year   so  far  ,    the  benchmark   against   which    all   other   Best   Picture  contenders   should   be  measured  .","it is the best film of the year so far , the benchmark against which all other best picture contenders slightly negative measured .","[0, 0, 0, (1, -7), 0, 0, 0, 0, 0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, (1, -7), 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-2
77,Positive,1,1,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year is most accomplished and riveting film performances .","    Painful   to  watch  ,  but    viewers   willing   to   take   a  chance   will   be   rewarded   with   two   of      the   year  's   most  accomplished  and   riveting   film  performances  .","painful to watch , but viewers willing to take a chance will be rewarded with two of the year is most accomplished and riveting film performances .","[-1, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,2
78,Positive,1,1,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .","This    is    a   startling  film   that    gives  you    a   fascinating   ,    albeit  depressing  view   of    Iranian   rural   life  close   to   the   Iraqi  border  .","this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .","[0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
79,Neutral,0,0,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .","  A   few  artsy   flourishes  aside   ,   Narc     is   as  gritty   as    a  movie   gets   these  days  .","a few artsy flourishes aside , narc is as gritty as a movie gets these days .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
80,Positive,1,1,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at ."," While    The  Isle   is   both    preposterous  and   thoroughly  misogynistic   ,    its  vistas    are   incredibly   beautiful   to   look  at  .","while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
81,Positive,1,2,"together , tok and o orchestrate a buoyant , darkly funny dance of death .","Together   ,     Tok  and  O    orchestrate    a   buoyant   ,   darkly   funny  dance   of  death  .","together , tok and o orchestrate a buoyant , darkly funny dance of death .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -1, 0]",-1,-1,1,0,-1,0,-1
82,Positive,1,1,"in the process , they demonstrate that there is still a lot of life in hong kong cinema ."," In   the  process   ,   they    demonstrate   that   there    's  still    a  lot   of   life   in   Hong   Kong  cinema  .","in the process , they demonstrate that there is still a lot of life in hong kong cinema .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
83,Positive,1,1,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .","     Director  Kapur   is    a  filmmaker   with    a   real  flair   for     epic  landscapes  and  adventure  ,  and   this   is    a   better  film   than     his   earlier   English-language  movie  , the  overpraised  Elizabeth  .","director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
84,Positive,1,2,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes ."," The  movie      is    a  blast   of   educational  energy  ,   as    bouncy   animation   and   catchy  songs    escort  you   through   the   entire   85  minutes  .","the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
85,Positive,1,2,a sports movie with action that is exciting on the field and a story you care about off it .,   A   sports  movie   with  action   that   's   exciting   on     the  field  and   a  story   you     care  about   off  it  .,a sports movie with action that is exciting on the field and a story you care about off it .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1
86,Positive,1,2,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie is spycraft and uses damon is ability to be focused and sincere .","    Doug  Liman  ,    the  director   of  Bourne  ,           directs   the  traffic  well  ,    gets   a   nice   wintry  look   from   his  locations  ,    absorbs  us   with    the   movie  's spycraft  and   uses    Damon  's   ability   to   be    focused  and  sincere  .","doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie is spycraft and uses damon is ability to be focused and sincere .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,1,0,-1,0,-1
87,Positive,1,2,the tenderness of the piece is still intact .,  The  tenderness   of   the  piece     is  still  intact  .,the tenderness of the piece is still intact .,"[0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
88,Positive,1,1,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create 2 2 his 2 song history , but most powerful of all is the song itself"," Katz   uses         archival  footage  ,    horrifying  documents   of  lynchings  ,   still  photographs  and     charming   old   reel-to-reel  recordings   of  Meeropol     entertaining   his  children   to   create (2 (2 his (2 song history    ,  but   most   powerful   of  all    is   the  song  itself","katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create 2 2 his 2 song history , but most powerful of all is the song itself","[0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 8, 0, 1, 0, 0, 0, 0, 1, 0]",1,0,1,1,1,0,2
89,Positive,1,1,"like the film is almost anthropologically detailed realization of early - 80s suburbia , it is significant without being overstated ."," Like     the   film  's   almost    anthropologically  detailed  realization   of    early  -   '80s  suburbia   ,   it    's   significant   without   being  overstated  .","like the film is almost anthropologically detailed realization of early - 80s suburbia , it is significant without being overstated .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0]",-1,-1,1,0,-1,0,-1
90,Negative,-1,-2,while mcfarlane is animation lifts the film firmly above the level of other coming-of-age films . . . it is also so jarring that it is hard to get back into the boys  story ., While     McFarlane  's  animation    lifts   the  film   firmly   above    the  level   of   other   coming-of-age  films   ...   it      's  also   so  jarring   that   it   's   hard   to    get  back into  the   boys  '  story  .,while mcfarlane is animation lifts the film firmly above the level of other coming-of-age films . . . it is also so jarring that it is hard to get back into the boys  story .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
91,Positive,1,1,"if nothing else , this movie introduces a promising , unusual kind of psychological horror ."," If   nothing  else   ,    this  movie    introduces    a   promising   ,   unusual  kind   of   psychological  horror  .","if nothing else , this movie introduces a promising , unusual kind of psychological horror .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-1
92,Negative,-1,-1,"in a normal screen process , these bromides slightly negative barely enough to sustain an interstitial program on the discovery channel ."," In   a   normal   screen  process   ,    these  bromides    would   be   barely   enough   to    sustain   an   interstitial  program   on   the   Discovery  Channel  .","in a normal screen process , these bromides slightly negative barely enough to sustain an interstitial program on the discovery channel .","[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
93,Positive,1,1,"but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .","But    in   Imax  3-D   ,    the  clichés    disappear   into    the   vertiginous  perspectives    opened  up   by   the  photography  .","but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .","[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0
94,Positive,1,1,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear ., Writer-director  Burger   imaginatively    fans     the  embers   of     a   dormant   national  grief  and  curiosity   that   has   calcified   into   chronic    cynicism  and  fear  .,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0, 0, 0, (-1, -7), -1, 0, -1, 0]",-1,-1,-1,0,-1,0,-1
95,Positive,1,2, . . . a roller-coaster ride of a movie,...    a  roller-coaster   ride   of   a  movie, . . . a roller-coaster ride of a movie,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
96,Neutral,0,0,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .","    I    enjoyed   Time   of  Favor   while   I   was   watching  it  ,  but   I   was   surprised   at    how  quickly   it   faded   from   my  memory  .","i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, (1, -7), 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,1,1,0,1
97,Positive,1,2,"chicago is sophisticated , brash , sarnotic , completely joyful in its execution .","Chicago     is   sophisticated   ,   brash   ,   sardonic   ,   completely  joyful   in   its  execution  .","chicago is sophisticated , brash , sarnotic , completely joyful in its execution .","[0, 0, 1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
98,Positive,1,1,steve irwin is method is ernest hemmingway at accelerated speed and volume .,  Steve   Irwin  's  method    is    Ernest  Hemmingway   at   accelerated    speed  and  volume  .,steve irwin is method is ernest hemmingway at accelerated speed and volume .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
99,Positive,1,2,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,  A    refreshing  Korean  film     about  five   female   high   school  friends   who    face   an   uphill  battle   when   they   try   to    take   their  relationships   into   deeper  waters  .,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
100,Positive,1,1,"on the surface , it is a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz is and kieslowski is earlier work , films like 2 the double life of veronique .","     On   the  surface   ,   it   's   a   lovers-on-the-run   crime  flick  ,  but   it   has    a  lot   in      common   with     Piesiewicz  's  and   Kieslowski  's   earlier  work  ,   films like (2  The  Double  Life   of  Veronique  .","on the surface , it is a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz is and kieslowski is earlier work , films like 2 the double life of veronique .","[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,1
101,Positive,1,1,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .","  The  values   that   have     held   the   Enterprise  crew  together   through   previous    adventures  and  perils     do    so  again-courage   ,    self-sacrifice  and  patience   under  pressure  .","the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",-1,-1,1,0,-1,0,-2
